# MEAN_SAMPLE_SIZE = 99339
# TOTAL_GENES = 18121
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_dendrite_arborizati...          SET       5     -0.74904    -0.012441      0.29604       0.9943 GO_bp:go_dendrite_arborization
GO_bp:go_extracellular_vesic...          SET      21    -0.014338  -0.00048782      0.12636      0.54517 GO_bp:go_extracellular_vesicle_biogenesis
GO_bp:go_export_across_plasm...          SET      30     -0.14832   -0.0060302      0.11578       0.8999 GO_bp:go_export_across_plasma_membrane
GO_bp:go_positive_regulation...463       SET      19      0.07622    0.0024668      0.14354      0.29771 GO_bp:go_positive_regulation_of_lymphocyte_chemotaxis
GO_bp:go_regulation_of_adeny...1         SET       3    -0.083945     -0.00108       0.3417      0.59703 GO_bp:go_regulation_of_adenylate_cyclase_activating_adrenergic_receptor_signaling_pathway_involved_in_heart_process
GO_bp:go_regulation_of_long_...1         SET       5     0.010083   0.00016747      0.29827      0.48652 GO_bp:go_regulation_of_long_chain_fatty_acid_import_into_cell
GO_bp:go_presynaptic_endocyt...          SET      49      0.07876    0.0040901     0.088512      0.18679 GO_bp:go_presynaptic_endocytosis
GO_bp:go_regulation_of_spont...          SET       5     0.061893     0.001028       0.2818      0.41308 GO_bp:go_regulation_of_spontaneous_synaptic_transmission
GO_bp:go_regulation_of_neuro...8         SET       9    -0.036872  -0.00082154      0.19231      0.57602 GO_bp:go_regulation_of_neuron_projection_arborization
GO_bp:go_regulation_of_deace...          SET      10   -0.0036844  -8.6531e-05      0.19311      0.50761 GO_bp:go_regulation_of_deacetylase_activity
GO_bp:go_neuroinflammatory_r...          SET      53    -0.034964   -0.0018882     0.084707      0.66011 GO_bp:go_neuroinflammatory_response
GO_bp:go_regulation_of_neuro...2         SET      30    -0.069192   -0.0028131      0.11495      0.72638 GO_bp:go_regulation_of_neuroinflammatory_response
GO_bp:go_positive_regulation...559       SET      16      -0.1235   -0.0036684      0.15848       0.7821 GO_bp:go_positive_regulation_of_neuroinflammatory_response
GO_bp:go_negative_regulation...461       SET       9    0.0053584   0.00011939      0.21257      0.48994 GO_bp:go_negative_regulation_of_neuroinflammatory_response
GO_bp:go_amyloid_beta_cleara...3         SET       7     -0.32866   -0.0064586      0.23547       0.9186 GO_bp:go_amyloid_beta_clearance_by_transcytosis
GO_bp:go_amyloid_beta_cleara...2         SET       7      0.13894    0.0027304      0.21287      0.25697 GO_bp:go_amyloid_beta_clearance_by_cellular_catabolic_process
GO_bp:go_cell_cell_signaling...1         SET     476     0.021581    0.0034516     0.029151      0.22956 GO_bp:go_cell_cell_signaling_by_wnt
GO_bp:go_negative_regulation...172       SET      14      0.12445    0.0034579      0.16853      0.23013 GO_bp:go_negative_regulation_of_cytokine_production_involved_in_inflammatory_response
GO_bp:go_positive_regulation...195       SET      15      0.20263    0.0058276      0.15305     0.092763 GO_bp:go_positive_regulation_of_cytokine_production_involved_in_inflammatory_response
GO_bp:go_regulation_of_prote...27        SET       4     -0.66045   -0.0098117      0.33109      0.97696 GO_bp:go_regulation_of_protein_kinase_c_activity
GO_bp:go_negative_regulation...602       SET       4      0.10786    0.0016023      0.32929      0.37163 GO_bp:go_negative_regulation_of_ruffle_assembly
GO_bp:go_positive_regulation...727       SET      15      0.38212      0.01099      0.15528    0.0069352 GO_bp:go_positive_regulation_of_ruffle_assembly
GO_bp:go_negative_regulation...135       SET       7    -0.036664  -0.00072049      0.26716      0.55458 GO_bp:go_negative_regulation_of_cellular_response_to_hypoxia
GO_bp:go_regulation_of_inter...6         SET       7     -0.26051   -0.0051192       0.2349      0.86628 GO_bp:go_regulation_of_interleukin_2_secretion
GO_bp:go_regulation_of_prote...25        SET      10    -0.067327   -0.0015812      0.15843      0.66456 GO_bp:go_regulation_of_protein_k63_linked_ubiquitination
GO_bp:go_negative_regulation...547       SET       6     0.036463    0.0006634      0.18873       0.4234 GO_bp:go_negative_regulation_of_protein_k63_linked_ubiquitination
GO_bp:go_regulation_of_pepti...10        SET       6    -0.031597  -0.00057488      0.29964      0.54199 GO_bp:go_regulation_of_peptidyl_tyrosine_autophosphorylation
GO_bp:go_regulation_of_nodal...1         SET       7      0.25458    0.0050027      0.25552      0.15955 GO_bp:go_regulation_of_nodal_signaling_pathway
GO_bp:go_regulation_of_histo...10        SET      10      0.42662     0.010019      0.20717     0.019743 GO_bp:go_regulation_of_histone_h3_k9_trimethylation
GO_bp:go_negative_regulation...293       SET       6      0.30757    0.0055958      0.27343      0.13034 GO_bp:go_negative_regulation_of_histone_h3_k9_trimethylation
GO_bp:go_negative_regulation...236       SET      16     0.064471    0.0019149      0.15236       0.3361 GO_bp:go_negative_regulation_of_execution_phase_of_apoptosis
GO_bp:go_positive_regulation...692       SET       9    -0.023387  -0.00052109      0.19698      0.54725 GO_bp:go_positive_regulation_of_receptor_binding
GO_bp:go_regulation_of_hyalu...          SET       8    -0.020024  -0.00042065      0.20619      0.53868 GO_bp:go_regulation_of_hyaluronan_biosynthetic_process
GO_bp:go_regulation_of_nodal...2         SET       5      0.52481    0.0087166      0.30344     0.041863 GO_bp:go_regulation_of_nodal_signaling_pathway_involved_in_determination_of_left_right_asymmetry
GO_bp:go_regulation_of_bone_...3         SET       5     -0.19009   -0.0031572      0.30039      0.73657 GO_bp:go_regulation_of_bone_mineralization_involved_in_bone_maturation
GO_bp:go_negative_regulation...337       SET       9    -0.031753  -0.00070749      0.19767      0.56381 GO_bp:go_negative_regulation_of_interleukin_6_secretion
GO_bp:go_negative_regulation...554       SET      27      0.18879    0.0072821      0.12041     0.058456 GO_bp:go_negative_regulation_of_protein_localization_to_nucleus
GO_bp:go_regulation_of_oocyt...          SET       6    -0.052827  -0.00096113      0.27101      0.57727 GO_bp:go_regulation_of_oocyte_maturation
GO_bp:go_regulation_of_amylo...1         SET      13      0.28736    0.0076942      0.17998     0.055187 GO_bp:go_regulation_of_amyloid_beta_clearance
GO_bp:go_negative_regulation...24        SET       5      0.74193     0.012323      0.27928    0.0039507 GO_bp:go_negative_regulation_of_amyloid_beta_clearance
GO_bp:go_positive_regulation...29        SET       5     0.042766   0.00071031      0.29954      0.44323 GO_bp:go_positive_regulation_of_amyloid_beta_clearance
GO_bp:go_negative_regulation...477       SET       3      0.19112     0.002459      0.35879      0.29713 GO_bp:go_negative_regulation_of_nlrp3_inflammasome_complex_assembly
GO_bp:go_positive_regulation...582       SET       7      0.25573    0.0050254       0.1805     0.078283 GO_bp:go_positive_regulation_of_nlrp3_inflammasome_complex_assembly
GO_bp:go_regulation_of_pheno...          SET       7      0.10641     0.002091      0.23372      0.32446 GO_bp:go_regulation_of_phenotypic_switching
GO_bp:go_positive_regulation...622       SET       2      0.38543    0.0040491      0.40787      0.17234 GO_bp:go_positive_regulation_of_phenotypic_switching
GO_bp:go_regulation_of_synap...13        SET      18      0.27815    0.0087624      0.15351     0.035004 GO_bp:go_regulation_of_synaptic_vesicle_endocytosis
GO_bp:go_positive_regulation...783       SET       7      0.30843     0.006061      0.24564      0.10464 GO_bp:go_positive_regulation_of_synaptic_vesicle_endocytosis
GO_bp:go_positive_regulation...721       SET       7     -0.09849   -0.0019354      0.25918      0.64803 GO_bp:go_positive_regulation_of_rig_i_signaling_pathway
GO_bp:go_regulation_of_dna_d...6         SET       6     0.076844    0.0013981      0.27087      0.38832 GO_bp:go_regulation_of_dna_directed_dna_polymerase_activity
GO_bp:go_negative_regulation...381       SET      11      -0.1524   -0.0037538      0.19261      0.78559 GO_bp:go_negative_regulation_of_long_term_synaptic_potentiation
GO_bp:go_positive_regulation...730       SET       7    -0.015834  -0.00031116      0.24602      0.52566 GO_bp:go_positive_regulation_of_secondary_metabolite_biosynthetic_process
GO_bp:go_regulation_of_carbo...4         SET      10      -0.3798   -0.0089198      0.18167      0.98171 GO_bp:go_regulation_of_carbohydrate_metabolic_process_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO_bp:go_negative_regulation...181       SET       6     -0.10977   -0.0019971      0.25609       0.6659 GO_bp:go_negative_regulation_of_defense_response_to_bacterium
GO_bp:go_positive_regulation...207       SET       9    -0.096899    -0.002159      0.21997      0.67021 GO_bp:go_positive_regulation_of_defense_response_to_bacterium
GO_bp:go_regulation_of_gluta...1         SET      57    -0.045879   -0.0025691     0.085896      0.70337 GO_bp:go_regulation_of_glutamate_receptor_signaling_pathway
GO_bp:go_positive_regulation...319       SET      12     -0.01184  -0.00030459      0.19515      0.52419 GO_bp:go_positive_regulation_of_glutamate_receptor_signaling_pathway
GO_bp:go_regulation_of_long_...3         SET      13     0.065273    0.0017477      0.18099      0.35918 GO_bp:go_regulation_of_long_term_synaptic_depression
GO_bp:go_positive_regulation...458       SET       6      0.18521    0.0033698      0.27001      0.24637 GO_bp:go_positive_regulation_of_long_term_synaptic_depression
GO_bp:go_regulation_of_phosp...9         SET       5    -0.034083   -0.0005661       0.2787      0.54867 GO_bp:go_regulation_of_phospholipase_c_activating_g_protein_coupled_receptor_signaling_pathway
GO_bp:go_positive_regulation...869       SET       6     -0.61026    -0.011103      0.26905      0.98834 GO_bp:go_positive_regulation_of_vascular_endothelial_growth_factor_signaling_pathway
GO_bp:go_mitochondrial_rna_m...2         SET       8       0.1721    0.0036153      0.23137       0.2285 GO_bp:go_mitochondrial_rna_modification
GO_bp:go_negative_regulation...424       SET       6    -0.068586   -0.0012478      0.20139      0.63328 GO_bp:go_negative_regulation_of_mitochondrial_outer_membrane_permeabilization_involved_in_apoptotic_signaling_pathway
GO_bp:go_positive_regulation...716       SET       6     0.028002   0.00050947      0.22667      0.45084 GO_bp:go_positive_regulation_of_response_to_reactive_oxygen_species
GO_bp:go_regulation_of_relax...2         SET      12      0.13193    0.0033941      0.20101       0.2558 GO_bp:go_regulation_of_relaxation_of_muscle
GO_bp:go_negative_regulation...578       SET       5      0.15885    0.0026383      0.33233      0.31634 GO_bp:go_negative_regulation_of_relaxation_of_muscle
GO_bp:go_regulation_of_autop...2         SET      10       0.2733    0.0064187      0.16656     0.050416 GO_bp:go_regulation_of_autophagosome_maturation
GO_bp:go_positive_regulation...51        SET       7      0.25747    0.0050596      0.19098     0.088813 GO_bp:go_positive_regulation_of_autophagosome_maturation
GO_bp:go_insulin_metabolic_p...          SET       6    -0.059136   -0.0010759      0.24294      0.59616 GO_bp:go_insulin_metabolic_process
GO_bp:go_xylulose_5_phosphat...          SET       5      0.13932    0.0023139      0.29805       0.3201 GO_bp:go_xylulose_5_phosphate_biosynthetic_process
GO_bp:go_primary_amino_compo...1         SET       5     -0.40029   -0.0066484      0.27465       0.9275 GO_bp:go_primary_amino_compound_biosynthetic_process
GO_bp:go_negative_regulation...694       SET       4      0.23939    0.0035564      0.29648      0.20971 GO_bp:go_negative_regulation_of_trophoblast_cell_migration
GO_bp:go_positive_regulation...848       SET       5       0.3741    0.0062135      0.26623     0.079991 GO_bp:go_positive_regulation_of_trophoblast_cell_migration
GO_bp:go_neural_crest_cell_m...2         SET       6     -0.05512   -0.0010028      0.26519      0.58233 GO_bp:go_neural_crest_cell_migration_involved_in_autonomic_nervous_system_development
GO_bp:go_positive_regulation...276       SET       5      0.75391     0.012522      0.26177    0.0019901 GO_bp:go_positive_regulation_of_extracellular_matrix_assembly
GO_bp:go_regulation_of_trans...8         SET      13     -0.11848   -0.0031724       0.1866      0.73727 GO_bp:go_regulation_of_transcription_from_rna_polymerase_ii_promoter_involved_in_heart_development
GO_bp:go_negative_regulation...474       SET      18      0.13132    0.0041368      0.14749      0.18664 GO_bp:go_negative_regulation_of_nik_nf_kappab_signaling
GO_bp:go_positive_regulation...830       SET       5     -0.22304   -0.0037045       0.2958      0.77458 GO_bp:go_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_involved_in_heart_development
GO_bp:go_negative_regulation...302       SET       5      0.30652     0.005091      0.28846      0.14399 GO_bp:go_negative_regulation_of_hydrogen_peroxide_mediated_programmed_cell_death
GO_bp:go_positive_regulation...366       SET       3     0.061251   0.00078806      0.29075      0.41657 GO_bp:go_positive_regulation_of_hydrogen_peroxide_mediated_programmed_cell_death
GO_bp:go_regulation_of_flage...          SET      15     0.049339     0.001419      0.18135      0.39279 GO_bp:go_regulation_of_flagellated_sperm_motility
GO_bp:go_positive_regulation...339       SET       5      0.49013    0.0081406       0.3103     0.057114 GO_bp:go_positive_regulation_of_heart_induction
GO_bp:go_regulation_of_store...1         SET       8    -0.037083  -0.00077902      0.23886      0.56169 GO_bp:go_regulation_of_store_operated_calcium_channel_activity
GO_bp:go_positive_regulation...766       SET       6     -0.33776   -0.0061451      0.26146      0.90178 GO_bp:go_positive_regulation_of_store_operated_calcium_channel_activity
GO_bp:go_acetate_ester_trans...          SET       6      0.13693    0.0024913      0.24801      0.29044 GO_bp:go_acetate_ester_transport
GO_bp:go_negative_regulation...726       SET      13    -0.014434  -0.00038649      0.16592      0.53466 GO_bp:go_negative_regulation_of_voltage_gated_calcium_channel_activity
GO_bp:go_positive_regulation...883       SET      12     -0.12947   -0.0033306      0.16533      0.78321 GO_bp:go_positive_regulation_of_voltage_gated_calcium_channel_activity
GO_bp:go_regulation_of_trans...15        SET       7      0.27458    0.0053958      0.24528      0.13148 GO_bp:go_regulation_of_transforming_growth_factor_beta_activation
GO_bp:go_pyruvate_transmembr...          SET       4    -0.090789   -0.0013488      0.33846      0.60574 GO_bp:go_pyruvate_transmembrane_transport
GO_bp:go_regulation_of_endot...5         SET       4     0.024066   0.00035753      0.36655      0.47383 GO_bp:go_regulation_of_endothelial_tube_morphogenesis
GO_bp:go_icosanoid_catabolic...          SET       5      0.17624    0.0029271      0.28864      0.27074 GO_bp:go_icosanoid_catabolic_process
GO_bp:go_negative_regulation...426       SET       6      0.29653    0.0053951      0.23643      0.10489 GO_bp:go_negative_regulation_of_mitophagy
GO_bp:go_positive_regulation...513       SET       9      0.40293    0.0089776       0.2145     0.030169 GO_bp:go_positive_regulation_of_mitophagy
